"year","color_name","n_pieces"
1976,Sand Purple,0
1979,Sand Purple,0
1981,Sand Purple,0
1985,Sand Purple,0
1992,Sand Purple,0
2004,Sand Purple,96
2010,Sand Purple,96
1954,Two-tone Gold,0
1969,Two-tone Gold,0
1971,Two-tone Gold,0
1949,Chrome Gold,0
1958,Chrome Gold,0
1966,Chrome Gold,0
1973,Chrome Gold,0
1997,Chrome Gold,509
2005,Chrome Gold,1539
2019,Chrome Gold,2274
1949,Gray,0
1958,Gray,0
1966,Gray,0
1973,Gray,0
1997,Gray,3540
2005,Gray,24283
2019,Gray,24334
1949,Purple,0
1958,Purple,0
1966,Purple,0
1973,Purple,0
1997,Purple,0
2005,Purple,318
2019,Purple,7520
1949,Duplo Purple,0
1958,Duplo Purple,0
1966,Duplo Purple,0
1973,Duplo Purple,0
1997,Duplo Purple,0
2005,Duplo Purple,1
2019,Duplo Purple,1
1949,HO Aqua,0
1958,HO Aqua,1
1966,HO Aqua,1
1973,HO Aqua,1
1997,HO Aqua,1
2005,HO Aqua,1
2019,HO Aqua,1
1949,HO Rose,0
1958,HO Rose,1
1966,HO Rose,1
1973,HO Rose,1
1997,HO Rose,1
2005,HO Rose,1
2019,HO Rose,1
1949,Bluish Gray,0
1958,Bluish Gray,0
1966,Bluish Gray,0
1973,Bluish Gray,0
1997,Bluish Gray,0
2005,Bluish Gray,20099
2019,Bluish Gray,322069
1949,Green,0
1958,Green,0
1966,Green,0
1973,Green,0
1997,Green,92
2005,Green,167
2019,Green,167
1949,Lime,0
1958,Lime,0
1966,Lime,0
1973,Lime,0
1997,Lime,0
2005,Lime,33
2019,Lime,36
1949,Orange,0
1958,Orange,0
1966,Orange,0
1973,Orange,0
1997,Orange,0
2005,Orange,66
2019,Orange,66
1949,Purple,0
1958,Purple,0
1966,Purple,0
1973,Purple,0
1997,Purple,0
2005,Purple,88
2019,Purple,94
1949,Salmon,0
1958,Salmon,0
1966,Salmon,0
1973,Salmon,0
1997,Salmon,153
2005,Salmon,176
2019,Salmon,176
1949,Metallic Green,0
1958,Metallic Green,0
1966,Metallic Green,0
1973,Metallic Green,0
1997,Metallic Green,0
2005,Metallic Green,23
2019,Metallic Green,23
1949,Modulex Brown,0
1958,Modulex Brown,0
1966,Modulex Brown,2223
1973,Modulex Brown,2223
1997,Modulex Brown,2223
2005,Modulex Brown,2223
2019,Modulex Brown,2223
1949,Modulex Olive Green,0
1958,Modulex Olive Green,0
1966,Modulex Olive Green,1111
1973,Modulex Olive Green,1111
1997,Modulex Olive Green,1111
2005,Modulex Olive Green,1111
2019,Modulex Olive Green,1111
1949,Modulex Pastel Blue,0
1958,Modulex Pastel Blue,0
1966,Modulex Pastel Blue,18
1973,Modulex Pastel Blue,18
1997,Modulex Pastel Blue,18
2005,Modulex Pastel Blue,18
2019,Modulex Pastel Blue,18
1949,Modulex Tile Blue,0
1958,Modulex Tile Blue,0
1966,Modulex Tile Blue,80
1973,Modulex Tile Blue,80
1997,Modulex Tile Blue,80
2005,Modulex Tile Blue,80
2019,Modulex Tile Blue,80
1949,Modulex Violet,0
1958,Modulex Violet,0
1966,Modulex Violet,7
1973,Modulex Violet,7
1997,Modulex Violet,7
2005,Modulex Violet,7
2019,Modulex Violet,7
1949,Modulex White,0
1958,Modulex White,0
1966,Modulex White,2995
1973,Modulex White,2995
1997,Modulex White,2995
2005,Modulex White,2995
2019,Modulex White,2995
1949,Vibrant Yellow,0
1958,Vibrant Yellow,0
1966,Vibrant Yellow,0
1973,Vibrant Yellow,0
1997,Vibrant Yellow,0
2005,Vibrant Yellow,0
2019,Vibrant Yellow,0
1957,Earth Orange,0
1968,Earth Orange,0
1972,Earth Orange,0
1977,Earth Orange,0
1989,Earth Orange,23
1993,Earth Orange,42
2009,Earth Orange,153
2014,Earth Orange,153
1957,HO Tan,0
1968,HO Tan,4
1972,HO Tan,4
1977,HO Tan,4
1989,HO Tan,4
1993,HO Tan,4
2009,HO Tan,4
2014,HO Tan,4
1957,HO Metallic Green,0
1968,HO Metallic Green,1
1972,HO Metallic Green,1
1977,HO Metallic Green,1
1989,HO Metallic Green,1
1993,HO Metallic Green,1
2009,HO Metallic Green,1
2014,HO Metallic Green,1
1957,HO Olive Green,1
1968,HO Olive Green,3
1972,HO Olive Green,3
1977,HO Olive Green,3
1989,HO Olive Green,3
1993,HO Olive Green,3
2009,HO Olive Green,3
2014,HO Olive Green,3
1957,Blue,0
1968,Blue,0
1972,Blue,0
1977,Blue,0
1989,Blue,0
1993,Blue,0
2009,Blue,44
2014,Blue,44
1957,Turquoise,0
1968,Turquoise,0
1972,Turquoise,0
1977,Turquoise,0
1989,Turquoise,0
1993,Turquoise,0
2009,Turquoise,142
2014,Turquoise,142
1957,Orange,0
1968,Orange,0
1972,Orange,0
1977,Orange,0
1989,Orange,0
1993,Orange,0
2009,Orange,484
2014,Orange,484
1957,Modulex Orange,0
1968,Modulex Orange,7
1972,Modulex Orange,7
1977,Modulex Orange,7
1989,Modulex Orange,7
1993,Modulex Orange,7
2009,Modulex Orange,7
2014,Modulex Orange,7
1957,Pearl Copper,0
1968,Pearl Copper,0
1972,Pearl Copper,0
1977,Pearl Copper,0
1989,Pearl Copper,0
1993,Pearl Copper,0
2009,Pearl Copper,0
2014,Pearl Copper,0
1957,Pearl Gray,0
1968,Pearl Gray,0
1972,Pearl Gray,0
1977,Pearl Gray,0
1989,Pearl Gray,0
1993,Pearl Gray,0
2009,Pearl Gray,432
2014,Pearl Gray,472
1957,Pearl Gray,0
1968,Pearl Gray,0
1972,Pearl Gray,0
1977,Pearl Gray,0
1989,Pearl Gray,0
1993,Pearl Gray,0
2009,Pearl Gray,5612
2014,Pearl Gray,5911
1957,Pearl Very Gray,0
1968,Pearl Very Gray,0
1972,Pearl Very Gray,0
1977,Pearl Very Gray,0
1989,Pearl Very Gray,0
1993,Pearl Very Gray,0
2009,Pearl Very Gray,31
2014,Pearl Very Gray,31
1957,Sand Blue,0
1968,Sand Blue,0
1972,Sand Blue,0
1977,Sand Blue,0
1989,Sand Blue,0
1993,Sand Blue,0
2009,Sand Blue,1234
2014,Sand Blue,1826
1955,Chrome Black,0
1956,Chrome Black,0
1980,Chrome Black,0
1986,Chrome Black,0
1994,Chrome Black,0
1998,Chrome Black,0
2003,Chrome Black,0
1955,HO Lime,0
1956,HO Lime,0
1980,HO Lime,1
1986,HO Lime,1
1994,HO Lime,1
1998,HO Lime,1
2003,HO Lime,1
1955,HO Turquoise,0
1956,HO Turquoise,0
1980,HO Turquoise,1
1986,HO Turquoise,1
1994,HO Turquoise,1
1998,HO Turquoise,1
2003,HO Turquoise,1
1955,HO Metallic Blue,0
1956,HO Metallic Blue,0
1980,HO Metallic Blue,2
1986,HO Metallic Blue,2
1994,HO Metallic Blue,2
1998,HO Metallic Blue,2
2003,HO Metallic Blue,2
1955,Gray,1
1956,Gray,1
1980,Gray,10546
1986,Gray,22107
1994,Gray,43857
1998,Gray,63497
2003,Gray,103555
1955,Tan,0
1956,Tan,0
1980,Tan,0
1986,Tan,0
1994,Tan,0
1998,Tan,0
2003,Tan,0
1955,Pink,0
1956,Pink,0
1980,Pink,0
1986,Pink,0
1994,Pink,169
1998,Pink,630
2003,Pink,1041
1955,Modulex Buff,0
1956,Modulex Buff,0
1980,Modulex Buff,1625
1986,Modulex Buff,1625
1994,Modulex Buff,1625
1998,Modulex Buff,1625
2003,Modulex Buff,1625
1955,Modulex Foil Orange,0
1956,Modulex Foil Orange,0
1980,Modulex Foil Orange,0
1986,Modulex Foil Orange,0
1994,Modulex Foil Orange,0
1998,Modulex Foil Orange,0
2003,Modulex Foil Orange,0
1955,Modulex Lemon,0
1956,Modulex Lemon,0
1980,Modulex Lemon,22
1986,Modulex Lemon,22
1994,Modulex Lemon,22
1998,Modulex Lemon,22
2003,Modulex Lemon,22
1955,Pearl Blue,0
1956,Pearl Blue,0
1980,Pearl Blue,0
1986,Pearl Blue,0
1994,Pearl Blue,0
1998,Pearl Blue,0
2003,Pearl Blue,12
1955,Sienna Brown,0
1956,Sienna Brown,0
1980,Sienna Brown,0
1986,Sienna Brown,0
1994,Sienna Brown,0
1998,Sienna Brown,0
2003,Sienna Brown,0
2017,Modulex Clear,1394
1961,Modulex Foil Green,0
1962,Modulex Foil Green,0
1963,Modulex Foil Green,0
1978,Modulex Foil Green,0
1995,Modulex Foil Green,0
1996,Modulex Foil Green,0
2002,Modulex Foil Green,0
2017,Modulex Foil Green,0
1961,Modulex Tile Gray,0
1962,Modulex Tile Gray,0
1963,Modulex Tile Gray,222
1978,Modulex Tile Gray,222
1995,Modulex Tile Gray,222
1996,Modulex Tile Gray,222
2002,Modulex Tile Gray,222
2017,Modulex Tile Gray,222
1961,Pearl Titanium,0
1962,Pearl Titanium,0
1963,Pearl Titanium,0
1978,Pearl Titanium,0
1995,Pearl Titanium,0
1996,Pearl Titanium,0
2002,Pearl Titanium,0
2017,Pearl Titanium,1880
1961,Vintage Yellow,24
1962,Vintage Yellow,24
1963,Vintage Yellow,24
1978,Vintage Yellow,24
1995,Vintage Yellow,24
1996,Vintage Yellow,24
2002,Vintage Yellow,24
1976,Two-tone Gold,0
1979,Two-tone Gold,0
1981,Two-tone Gold,0
1985,Two-tone Gold,0
1992,Two-tone Gold,0
2004,Two-tone Gold,6
2010,Two-tone Gold,6
1954,Umber Brown,0
1969,Umber Brown,0
1971,Umber Brown,0
1976,Umber Brown,0
1979,Umber Brown,0
1981,Umber Brown,0
1985,Umber Brown,0
1992,Umber Brown,0
2004,Umber Brown,0
2010,Umber Brown,0
1954,Vintage Green,32
1969,Vintage Green,32
1971,Vintage Green,32
1976,Vintage Green,32
1979,Vintage Green,32
1981,Vintage Green,32
1985,Vintage Green,32
1992,Vintage Green,32
2004,Vintage Green,32
2010,Vintage Green,32
1953,Copper,0
1967,Copper,0
1974,Copper,0
1983,Copper,0
1987,Copper,0
2012,Copper,54
2016,Copper,54
2018,Copper,54
2021,Copper,54
1953,Blue,0
1967,Blue,0
1974,Blue,0
1983,Blue,0
1987,Blue,0
2012,Blue,7496
2016,Blue,12320
2018,Blue,17507
2021,Blue,30244
1953,Duplo Turquoise,0
1967,Duplo Turquoise,0
1974,Duplo Turquoise,0
1983,Duplo Turquoise,0
1987,Duplo Turquoise,0
2012,Duplo Turquoise,2
2016,Duplo Turquoise,2
2018,Duplo Turquoise,2
2021,Duplo Turquoise,2
1953,HO Aqua,0
1967,HO Aqua,1
1974,HO Aqua,1
1983,HO Aqua,1
1987,HO Aqua,1
2012,HO Aqua,1
2016,HO Aqua,1
2018,HO Aqua,1
2021,HO Aqua,1
1953,Brown,0
1967,Brown,0
1974,Brown,0
1983,Brown,0
1987,Brown,0
2012,Brown,0
2016,Brown,0
2018,Brown,0
2021,Brown,0
1953,Lavender,0
1967,Lavender,0
1974,Lavender,0
1983,Lavender,0
1987,Lavender,0
2012,Lavender,262
2016,Lavender,1906
2018,Lavender,2804
2021,Lavender,4867
1953,Modulex Aqua Green,0
1967,Modulex Aqua Green,16
1974,Modulex Aqua Green,16
1983,Modulex Aqua Green,16
1987,Modulex Aqua Green,16
2012,Modulex Aqua Green,16
2016,Modulex Aqua Green,16
2018,Modulex Aqua Green,16
2021,Modulex Aqua Green,16
1953,Modulex Foil Gray,0
1967,Modulex Foil Gray,0
1974,Modulex Foil Gray,0
1983,Modulex Foil Gray,0
1987,Modulex Foil Gray,0
2012,Modulex Foil Gray,0
2016,Modulex Foil Gray,0
2018,Modulex Foil Gray,0
2021,Modulex Foil Gray,0
1953,Modulex Orange,0
1967,Modulex Orange,25
1974,Modulex Orange,25
1983,Modulex Orange,25
1987,Modulex Orange,25
2012,Modulex Orange,25
2016,Modulex Orange,25
2018,Modulex Orange,25
2021,Modulex Orange,25
1953,Reddish Gold,0
1967,Reddish Gold,0
1974,Reddish Gold,0
1983,Reddish Gold,0
1987,Reddish Gold,0
2012,Reddish Gold,88
2016,Reddish Gold,88
2018,Reddish Gold,88
2021,Reddish Gold,88
1953,Warm Tan,0
1967,Warm Tan,0
1974,Warm Tan,0
1983,Warm Tan,0
1987,Warm Tan,0
2012,Warm Tan,0
2016,Warm Tan,0
2018,Warm Tan,0
2021,Warm Tan,0
1953,Warm Yellowish Orange,0
1967,Warm Yellowish Orange,0
1974,Warm Yellowish Orange,0
1983,Warm Yellowish Orange,0
1987,Warm Yellowish Orange,0
2012,Warm Yellowish Orange,19
2016,Warm Yellowish Orange,19
2018,Warm Yellowish Orange,19
2021,Warm Yellowish Orange,19
1961,Duplo Blue,0
1962,Duplo Blue,0
1963,Duplo Blue,0
1978,Duplo Blue,0
1995,Duplo Blue,0
1996,Duplo Blue,0
2002,Duplo Blue,0
2017,Duplo Blue,6
1961,Duplo Lime,0
1962,Duplo Lime,0
1963,Duplo Lime,0
1978,Duplo Lime,0
1995,Duplo Lime,5
1996,Duplo Lime,5
2002,Duplo Lime,5
2017,Duplo Lime,5
1961,Glow in White,0
1962,Glow in White,0
1963,Glow in White,0
1978,Glow in White,0
1995,Glow in White,0
1996,Glow in White,0
2002,Glow in White,0
2017,Glow in White,293
1961,Modulex Clear,0
1962,Modulex Clear,0
1963,Modulex Clear,1394
1978,Modulex Clear,1394
1995,Modulex Clear,1394
1996,Modulex Clear,1394
2002,Modulex Clear,1394
2017,Vintage Yellow,24
1961,White,4293
1962,White,5090
1963,White,5578
1978,White,22836
1995,White,61909
1996,White,67948
2002,White,92328
2017,White,271815
1975,Pearl Black,0
1990,Pearl Black,0
1991,Pearl Black,0
1999,Pearl Black,0
2000,Pearl Black,0
2007,Pearl Black,24
2008,Pearl Black,24
2011,Pearl Black,24
2013,Pearl Black,24
2020,Pearl Black,24
2022,Pearl Black,24
2024,Pearl Black,24
1960,Curry,0
1964,Curry,0
1970,Curry,0
1982,Curry,0
1984,Curry,0
1988,Curry,0
2001,Curry,0
2006,Curry,10
2015,Curry,10
2023,Curry,10
1960,Tan,0
1964,Tan,0
1970,Tan,0
1982,Tan,0
1984,Tan,0
1988,Tan,0
2001,Tan,1
2006,Tan,239
2015,Tan,11498
2023,Tan,49271
1960,Flat Silver,0
1964,Flat Silver,0
1970,Flat Silver,0
1982,Flat Silver,0
1984,Flat Silver,0
1988,Flat Silver,0
2001,Flat Silver,0
2006,Flat Silver,0
2015,Flat Silver,5570
2023,Flat Silver,21264
1960,HO Red,1
1964,HO Red,9
1970,HO Red,9
1982,HO Red,9
1984,HO Red,9
1988,HO Red,9
2001,HO Red,9
2006,HO Red,9
2015,HO Red,9
2023,HO Red,9
1960,HO Titanium,1
1964,HO Titanium,1
1970,HO Titanium,1
1982,HO Titanium,1
1984,HO Titanium,1
1988,HO Titanium,1
2001,HO Titanium,1
2006,HO Titanium,1
2015,HO Titanium,1
2023,HO Titanium,1
1960,Brown,0
1964,Brown,0
1970,Brown,0
1982,Brown,0
1984,Brown,0
1988,Brown,0
2001,Brown,0
2006,Brown,147
2015,Brown,147
2023,Brown,147
1960,Blue,0
1964,Blue,0
1970,Blue,0
1982,Blue,0
1984,Blue,0
1988,Blue,0
2001,Blue,232
2006,Blue,2295
2015,Blue,8904
2023,Blue,13466
1960,Violet,0
1964,Violet,0
1970,Violet,0
1982,Violet,0
1984,Violet,0
1988,Violet,0
2001,Violet,3
2006,Violet,10
2015,Violet,10
2023,Violet,10
1960,Metallic Copper,0
1964,Metallic Copper,0
1970,Metallic Copper,0
1982,Metallic Copper,0
1984,Metallic Copper,0
1988,Metallic Copper,0
2001,Metallic Copper,0
2006,Metallic Copper,0
2015,Metallic Copper,44
2023,Metallic Copper,44
1960,Modulex Foil Violet,0
1964,Modulex Foil Violet,0
1970,Modulex Foil Violet,0
1982,Modulex Foil Violet,0
1984,Modulex Foil Violet,0
1988,Modulex Foil Violet,0
2001,Modulex Foil Violet,0
2006,Modulex Foil Violet,0
2015,Modulex Foil Violet,0
2023,Modulex Foil Violet,0
1960,Modulex Gray,0
1964,Modulex Gray,2248
1970,Modulex Gray,2248
1982,Modulex Gray,2248
1984,Modulex Gray,2248
1988,Modulex Gray,2248
2001,Modulex Gray,2248
2006,Modulex Gray,2248
2015,Modulex Gray,2248
2023,Modulex Gray,2248
1960,Rust,0
1964,Rust,0
1970,Rust,0
1982,Rust,0
1984,Rust,0
1988,Rust,0
2001,Rust,31
2006,Rust,31
2015,Rust,31
2023,Rust,31
1960,Speckle Black-Copper,0
1964,Speckle Black-Copper,0
1970,Speckle Black-Copper,0
1982,Speckle Black-Copper,0
1984,Speckle Black-Copper,0
1988,Speckle Black-Copper,0
2001,Speckle Black-Copper,0
2006,Speckle Black-Copper,6
2015,Speckle Black-Copper,6
2023,Speckle Black-Copper,6
1960,Vintage Blue,24
1964,Vintage Blue,24
1970,Vintage Blue,24
1982,Vintage Blue,24
1984,Vintage Blue,24
1988,Vintage Blue,24
2001,Vintage Blue,24
2006,Vintage Blue,24
2015,Vintage Blue,24
2023,Vintage Blue,24
1960,[No Color/Any Color],20
1964,[No Color/Any Color],46
1970,[No Color/Any Color],50
1982,[No Color/Any Color],330
1984,[No Color/Any Color],377
1988,[No Color/Any Color],611
2001,[No Color/Any Color],2273
2006,[No Color/Any Color],3509
2015,[No Color/Any Color],5667
2023,[No Color/Any Color],9146
1954,Duplo Green,0
1969,Duplo Green,0
1971,Duplo Green,0
1976,Duplo Green,0
1979,Duplo Green,0
1981,Duplo Green,0
1985,Duplo Green,0
1992,Duplo Green,0
2004,Duplo Green,1
2010,Duplo Green,1
1954,Glow In Opaque,0
1969,Glow In Opaque,0
1971,Glow In Opaque,0
1976,Glow In Opaque,0
1979,Glow In Opaque,0
1981,Glow In Opaque,0
1985,Glow In Opaque,0
1992,Glow In Opaque,0
2004,Glow In Opaque,183
2010,Glow In Opaque,213
1954,Green,183
1969,Green,584
1971,Green,831
1976,Green,1033
1979,Green,1290
1981,Green,1500
1985,Green,2010
1992,Green,3714
2004,Green,22379
2010,Green,34551
1954,HO Blue,0
1969,HO Blue,9
1971,HO Blue,9
1976,HO Blue,9
1979,HO Blue,9
1981,HO Blue,9
1985,HO Blue,9
1992,HO Blue,9
2004,HO Blue,9
2010,HO Blue,9
1954,HO Earth Orange,0
1969,HO Earth Orange,2
1971,HO Earth Orange,2
1976,HO Earth Orange,2
1979,HO Earth Orange,2
1981,HO Earth Orange,2
1985,HO Earth Orange,2
1992,HO Earth Orange,2
2004,HO Earth Orange,2
2010,HO Earth Orange,2
1954,Lavender,0
1969,Lavender,0
1971,Lavender,0
1976,Lavender,0
1979,Lavender,0
1981,Lavender,0
1985,Lavender,0
1992,Lavender,0
2004,Lavender,0
2010,Lavender,0
1954,Nougat,0
1969,Nougat,0
1971,Nougat,0
1976,Nougat,0
1979,Nougat,0
1981,Nougat,0
1985,Nougat,0
1992,Nougat,0
2004,Nougat,2
2010,Nougat,18
1954,Milky White,0
1969,Milky White,34
1971,Milky White,67
1976,Milky White,167
1979,Milky White,191
1981,Milky White,193
1985,Milky White,197
1992,Milky White,220
2004,Milky White,254
2010,Milky White,263
1954,Modulex Charcoal Gray,0
1969,Modulex Charcoal Gray,2
1971,Modulex Charcoal Gray,2
1976,Modulex Charcoal Gray,2
1979,Modulex Charcoal Gray,2
1981,Modulex Charcoal Gray,2
1985,Modulex Charcoal Gray,2
1992,Modulex Charcoal Gray,2
2004,Modulex Charcoal Gray,2
2010,Modulex Charcoal Gray,2
1954,Modulex Foil Blue,0
1969,Modulex Foil Blue,0
1971,Modulex Foil Blue,0
1976,Modulex Foil Blue,0
1979,Modulex Foil Blue,0
1981,Modulex Foil Blue,0
1985,Modulex Foil Blue,0
1992,Modulex Foil Blue,0
2004,Modulex Foil Blue,0
2010,Modulex Foil Blue,0
1954,Modulex Foil Green,0
1969,Modulex Foil Green,0
1971,Modulex Foil Green,0
1976,Modulex Foil Green,0
1979,Modulex Foil Green,0
1981,Modulex Foil Green,0
1985,Modulex Foil Green,0
1992,Modulex Foil Green,0
2004,Modulex Foil Green,0
2010,Modulex Foil Green,0
1954,Modulex Pink,0
1969,Modulex Pink,17
1971,Modulex Pink,17
1976,Modulex Pink,17
1979,Modulex Pink,17
1981,Modulex Pink,17
1985,Modulex Pink,17
1992,Modulex Pink,17
2004,Modulex Pink,17
2010,Modulex Pink,17
1954,Orange,0
1969,Orange,0
1971,Orange,0
1976,Orange,0
1979,Orange,0
1981,Orange,0
1985,Orange,0
1992,Orange,0
2004,Orange,4198
2010,Orange,11942
1954,Reddish Lilac,0
1969,Reddish Lilac,0
1971,Reddish Lilac,0
1976,Reddish Lilac,0
1979,Reddish Lilac,0
1981,Reddish Lilac,0
1985,Reddish Lilac,0
1992,Reddish Lilac,0
2004,Reddish Lilac,3
2010,Reddish Lilac,49
1954,Two-tone Copper,0
1969,Two-tone Copper,0
1971,Two-tone Copper,0
1976,Two-tone Copper,0
1979,Two-tone Copper,0
1981,Two-tone Copper,0
1985,Two-tone Copper,0
1992,Two-tone Copper,0
2004,Two-tone Copper,2
2010,Two-tone Copper,2
1960,Black,217
1964,Black,1123
1970,Black,4621
1982,Black,25115
1984,Black,28893
1988,Black,44500
2001,Black,139556
2006,Black,223531
2015,Black,412212
2023,Black,742057
1960,Bright Yellow,0
1964,Bright Yellow,0
1970,Bright Yellow,0
1982,Bright Yellow,0
1984,Bright Yellow,0
1988,Bright Yellow,0
2001,Bright Yellow,0
2006,Bright Yellow,72
2015,Bright Yellow,399
2023,Bright Yellow,7466
1960,Chrome Pink,0
1964,Chrome Pink,0
1970,Chrome Pink,0
1982,Chrome Pink,0
1984,Chrome Pink,0
1988,Chrome Pink,0
2001,Chrome Pink,1
2006,Chrome Pink,4
2015,Chrome Pink,6
2023,Chrome Pink,7
1960,HO Brown,1
1964,HO Brown,1
1970,HO Brown,1
1982,HO Brown,1
1984,HO Brown,1
1988,HO Brown,1
2001,HO Brown,1
2006,HO Brown,1
2015,HO Brown,1
2023,HO Brown,1
1960,HO Blue,1
1964,HO Blue,1
1970,HO Blue,1
1982,HO Blue,1
1984,HO Blue,1
1988,HO Blue,1
2001,HO Blue,1
2006,HO Blue,1
2015,HO Blue,1
2023,HO Blue,1
1960,HO Metallic Gray,2
1964,HO Metallic Gray,2
1970,HO Metallic Gray,2
1982,HO Metallic Gray,2
1984,HO Metallic Gray,2
1988,HO Metallic Gray,2
2001,HO Metallic Gray,2
2006,HO Metallic Gray,2
2015,HO Metallic Gray,2
2023,HO Metallic Gray,2
1960,Pink,0
1964,Pink,0
1970,Pink,0
1982,Pink,0
1984,Pink,0
1988,Pink,0
2001,Pink,18
2006,Pink,18
2015,Pink,18
2023,Pink,18
1960,Modulex Foil Red,0
1964,Modulex Foil Red,0
1970,Modulex Foil Red,0
1982,Modulex Foil Red,0
1984,Modulex Foil Red,0
1988,Modulex Foil Red,0
2001,Modulex Foil Red,0
2006,Modulex Foil Red,0
2015,Modulex Foil Red,0
2023,Modulex Foil Red,0
1960,Modulex Teal Blue,0
1964,Modulex Teal Blue,1104
1970,Modulex Teal Blue,1104
1982,Modulex Teal Blue,1104
1984,Modulex Teal Blue,1104
1988,Modulex Teal Blue,1104
2001,Modulex Teal Blue,1104
2006,Modulex Teal Blue,1104
2015,Modulex Teal Blue,1104
2023,Modulex Teal Blue,1104
1960,Pastel Blue,0
1964,Pastel Blue,0
1970,Pastel Blue,0
1982,Pastel Blue,0
1984,Pastel Blue,0
1988,Pastel Blue,0
2001,Pastel Blue,7
2006,Pastel Blue,501
2015,Pastel Blue,902
2023,Pastel Blue,902
1960,Pearl Gold,0
1964,Pearl Gold,0
1970,Pearl Gold,0
1982,Pearl Gold,0
1984,Pearl Gold,0
1988,Pearl Gold,0
2001,Pearl Gold,0
2006,Pearl Gold,7
2015,Pearl Gold,7
2023,Pearl Gold,7
1960,Pink,0
1964,Pink,0
1970,Pink,0
1982,Pink,0
1984,Pink,0
1988,Pink,0
2001,Pink,594
2006,Pink,687
2015,Pink,687
2023,Pink,687
1960,Rust Orange,0
1964,Rust Orange,0
1970,Rust Orange,0
1982,Rust Orange,0
1984,Rust Orange,0
1988,Rust Orange,0
2001,Rust Orange,0
2006,Rust Orange,1
2015,Rust Orange,1
2023,Rust Orange,1
1960,Speckle Black-Silver,0
1964,Speckle Black-Silver,0
1970,Speckle Black-Silver,0
1982,Speckle Black-Silver,0
1984,Speckle Black-Silver,0
1988,Speckle Black-Silver,0
2001,Speckle Black-Silver,0
2006,Speckle Black-Silver,76
2015,Speckle Black-Silver,149
2023,Speckle Black-Silver,149
1960,Purple,0
1964,Purple,0
1970,Purple,0
1982,Purple,0
1984,Purple,0
1988,Purple,0
2001,Purple,0
2006,Purple,258
2015,Purple,258
2023,Purple,258
1960,Very Bluish Gray,0
1964,Very Bluish Gray,0
1970,Very Bluish Gray,0
1982,Very Bluish Gray,0
1984,Very Bluish Gray,0
1988,Very Bluish Gray,0
2001,Very Bluish Gray,0
2006,Very Bluish Gray,160
2015,Very Bluish Gray,269
2023,Very Bluish Gray,269
1953,Bright Blue,0
1967,Bright Blue,0
1974,Bright Blue,0
1983,Bright Blue,0
1987,Bright Blue,0
2012,Bright Blue,225
2016,Bright Blue,567
2018,Bright Blue,971
2021,Bright Blue,2132
1953,Clikits Pink,0
1967,Clikits Pink,0
1974,Clikits Pink,0
1983,Clikits Pink,0
1987,Clikits Pink,0
2012,Clikits Pink,33
2016,Clikits Pink,33
2018,Clikits Pink,33
2021,Clikits Pink,33
1953,Duplo Blue,0
1967,Duplo Blue,0
1974,Duplo Blue,0
1983,Duplo Blue,0
1987,Duplo Blue,0
2012,Duplo Blue,1
2016,Duplo Blue,1
2018,Duplo Blue,1
2021,Duplo Blue,1
1953,HO Yellow,0
1967,HO Yellow,1
1974,HO Yellow,1
1983,HO Yellow,1
1987,HO Yellow,1
2012,HO Yellow,1
2016,HO Yellow,1
2018,HO Yellow,1
2021,HO Yellow,1
1953,Lilac,0
1967,Lilac,0
1974,Lilac,0
1983,Lilac,0
1987,Lilac,0
2012,Lilac,39
2016,Lilac,39
2018,Lilac,39
2021,Lilac,39
1953,Violet,0
1967,Violet,0
1974,Violet,0
1983,Violet,0
1987,Violet,0
2012,Violet,192
2016,Violet,192
2018,Violet,192
2021,Violet,192
1953,Lime,0
1967,Lime,0
1974,Lime,0
1983,Lime,0
1987,Lime,0
2012,Lime,9831
2016,Lime,16080
2018,Lime,19937
2021,Lime,29767
1953,Azure,0
1967,Azure,0
1974,Azure,0
1983,Azure,0
1987,Azure,0
2012,Azure,248
2016,Azure,3429
2018,Azure,5881
2021,Azure,14606
1953,Lime,0
1967,Lime,0
1974,Lime,0
1983,Lime,0
1987,Lime,0
2012,Lime,205
2016,Lime,205
2018,Lime,205
2021,Lime,205
1953,Modulex Ochre Yellow,0
1967,Modulex Ochre Yellow,1107
1974,Modulex Ochre Yellow,1107
1983,Modulex Ochre Yellow,1107
1987,Modulex Ochre Yellow,1107
2012,Modulex Ochre Yellow,1107
2016,Modulex Ochre Yellow,1107
2018,Modulex Ochre Yellow,1107
2021,Modulex Ochre Yellow,1107
1953,Olive Green,0
1967,Olive Green,0
1974,Olive Green,0
1983,Olive Green,0
1987,Olive Green,0
2012,Olive Green,71
2016,Olive Green,2108
2018,Olive Green,3273
2021,Olive Green,5699
1953,Pearl Red,0
1967,Pearl Red,0
1974,Pearl Red,0
1983,Pearl Red,0
1987,Pearl Red,0
2012,Pearl Red,19
2016,Pearl Red,19
2018,Pearl Red,19
2021,Pearl Red,19
1953,Sand Green,0
1967,Sand Green,0
1974,Sand Green,0
1983,Sand Green,0
1987,Sand Green,0
2012,Sand Green,6017
2016,Sand Green,7109
2018,Sand Green,9688
2021,Sand Green,15474
1953,Sky Blue,0
1967,Sky Blue,0
1974,Sky Blue,0
1983,Sky Blue,0
1987,Sky Blue,0
2012,Sky Blue,127
